Review,Rating
"not good booked hotel good reviews tripadvisor quite dissappointing, traveling given single bed room asked change bed room told n't change category room replied n't change category change beds told try difficult course did n't room changed, broken things bathroom like hanger.on cleanliness not good, stayed hotel 3 nights row did n't change sheets stay inacceptable hotel claims 5 stars, breakfast good plenty choice service left lot desired rest people escorted tables served coffee freshly squezzed orange juice order times, hotel 3 star good thing location,  ",0
"gross problems hotel, town wedding just wanted someplace affordable clean, not looking fancy, arrived new orleans 2 p.m. told room not ready, left came 4:30 room not ready, mind wedding evening needed time dressed leave 5:30-45. room not ready, used excuse housekeeping short-staffed, waited finally checked 5:15. bed gross, multiple stains comforter blanket worse, blood stains, disgusting, called manager excuse, wash blankets month gross set stains ca n't help, happen staying honeymoon suite expect, wtf, happened book honeymoon suite king sized bed expect nasty dirty filthy stains, said bring clean blankets, returned wedding 2 p.m. no blankets, called waited 30 minutes, nothing, fiance finally desk, overall horrible experience stay, fact room dirty heard loud banging sounds day night pizza place downstairs, let add shower did not drain soap scum stuck tub time took shower, n't stay,  ",0
"reading reviews felt hotel colon ideal sadly wrong met rude hotel staff life hotel room looked old smelt hear time people went toilet, hated hotel time spent sleep__Ç´Ù_äî_ölthough rarely possible noise constant building work hotel, not recommend hotel wanting enjoyable holiday instead recommend staff course customer service hotel gets total refurbishment,  ",0
"disapponted booked hotel nights celebrate honeymoon, read hotel wallpaper guide.we ended leaving day early disappointed rooms especially service.service bad, ask times receive confirmation booking- no parking spaces left car dont valet parking, drive near hotel park car-we called ask cancel room second day told not problem, checked day wanted pay second night despite informed day, long argument agreed cancel penalty promised.rooms not live price-nice design spacey nice colors-shower/tub room bed guess people like minibar-small kitchen ones wants cook-beds short 190cm tall legs stick poor hotel considering price asking.second day switched bradenburger hof fantastic pricewill,  ",0
"wo n't staying stayed night choices booked up.the location fantastic stone throw ladies market minutes public transport, hotel pretty average.the rooms small like rest hong kong, superior double not big people walk time, really inferior double asked non-smoking room, did n't, calling reception told rooms taken, no explanation no apology, tough luck, aircon turned presumably irritatingly loud turned, no view clean shower ok not powerful travellers expect.we not late checkout, fair ca n't expect, hotel no changing facilities checked, people late flights europe america australia i.e. nearly hugely inconvenient.they agree store bags, sort, fact left day main lobby tied cable withstand kitchen scissors good day.room allocation issues aside service reasonably efficient frosty.overall stay tolerable night, not choose stay, better places money hk especially book early,  ",0
"w french quarter does not measure n't choose w french quarter going nola, management horrible rooms dirty nothing worth price, stayed mardi gras worst hotel experience long time, definitely does not measure w standards, gold preferred guest stayed number different w properties horrified shape hotel, courtyard gorgeous n't make lack service stained carpets broken cupboards, n't stay need w poydras stay w new orleans,  ",0
"miss looking reviews expecting decent hotel, taken note comments, difficult reconcile positive comments hotel hotel stayed makes wonder positive comments connected owners far experience hotel name.its not near beach unless near means far, near nothing actually, room smelly n't walk barefeet carpet feet sticking, ughh.avoid,  ",0
"kidding, arrived overpriced little poky place 3 huge bags offered no help narrow alice wonderland stairs, passport got kept arrival returned check-out, minibar small fridge water, told lock windows theft, walls, bedding old bathrooms shared, promiscuous guests, breakfast joke self service washing dishes, rented flat, pathetic attempt hotel, stay crown plaza price,  ",0
"overpriced tiny dirty room suite smaller normal hotel rooms 300 night staff rude hair gunk shower plus cheap liquor bottles closet, stay again.we arrived hotel 2 pm, desk n't let check check time started 3. sunny day cheerfully left went walk u w campus door, returned couple hours later given room 4th floor, junior suite supposed promised paid room upper floor ones view, room looked parking lot no view water city, went desk told good suites given earlier checked late, tried explain tried check earlier turned away, hotel clerk unyielding snotty.the room cramped small suite, no bureau unless count 20 tall plastic bin drawers closet, closet four-packs cheap wine coolers, bathtub long dark hairs short light hair plus patch slimy moldy stuff, acoustics bathroom vents clearly hear people bathrooms above/below, presumably hear sounds transmitted shared, mean all.the continental breakfast inattentively served, slow refill coffee cups lots fingerprints plates silverware ask repeatedly things like coffee cream, got enjoy hearing servers insult fight tips complain management, food ok ambiance poor service ruined it.the sofa bed room hadn__Ç_é_ requested advance called housekeeping acted like making unreasonable request, finally came threw sheets bed, no blankets pillows took long wait.we got initial single bar soap, ask new bar, hard new bar soap room clean beware rooms ice machines/elevators cause lot noise.the lobby pretty parking convenient u w stone__Ç_é_ throw away, sleep gutter raving homeless people stay hotel,  ",0
"liked location thats, stayed week june, location hotel excellent central easy walking distance major attractions, staff helpful service prompt, room cleaned daily linen towels clean good standard, problems 1. room noisy hotels location italian city.2, air-conditioning obtrusive especially night.3, hotel corridors occasionally smelled drains far uncommon florence, 4. bedroom needed repainting plastering repaired.5, en-suite bathroom small fittings cracked toilet seat did not fit pan.6, shower rose 2 positions waist level reach 7, breakfast food not 4* standard better food choice 2* accommodation.8, coffee machine breakfast room confused no matter nationality certainly not italian coffee standards far taste concerned.9, generally hotel faded need redecoration, stay, probably location need considerably cheaper booked thomsons agents course lower rates,  ",0
"disappointed sixth avenue inn nice place stay changes, staff hotel nice tried helpful, not stay sixth avenue inn nor recommend stay, significant changes need, assigned smoking room room, not told room smoking room making reservation, bed like marble slab, pillows lumpy spotted/dirty small, no extra blankets pillows room, mistook bath towel hand towel towels small, towels towels 1 person use, requested ironing board cover board dirty totally grossed, towel cover use, hotel continuously understaffed, hostess busboy running frantically restaurant sad watch try care guests, maid service did n't come room late afternoon, arriving shampoo bottle room opened looked like shampoo missing, usually hotel problems just, bad nice hotel,  ",0
"walls hear people door stayed 4 nights paid 1,300.00, nights neighbors partying till 3, walls paper, hear mean, complain manager just said sorry did little calm situation, n't sleep night sleep morning catch, sleep place tell horrible experience,  ",0
"ok just looks nice modern outside, desk staff n't particularly friendly, corridors dark smelt steam cleaned carpet maybe good thing, hotel right space needle thrilling pulled mins walk away, unfortunately room rear view buildings parking lot, rooms space needle view.there no hotel laundry suprising larger hotel.hotel restaurant mistakes menu ordering new guy think numerous items left tray room service breakfast, phone promptly delivered,  ",0
"lti family wife 2 daughters struggled flies meals, admit not winners b food dull not big deal risky spent day suffering diarrheaneed say,  ",0
"grand oasis disaster arrived supposed 5 star hotel like 2. why:1. room got smelled like pp time no matter cleaned, later sewer 200 feet away room.2, food not great no variety.3, specialty restaurants not good like dinner japanese need pay extra 15 adult.4, minibar room cheap drinks included rest paid for.5, transfer presidential suit room clean smelled good bed bugs n't left marks skin.6, italian restaurant bad kids got sick vomitted night long.do not step punta cana 2 good ponts nice grounds beachgood entertainment,  ",0
"beautiful hotel destroyed terrible service, stay started problems desk, 20 minutes 3:00. told check time 3:00 lunch come 3:00. returned lunch given room told luggage room, no concierge took room took 20 minutes room located far away, course luggage not, went desk told did not want room, said okay not room 6:00. sat lobby travel clothes waited room, concierage told tell hotel 9:00 morning, n't tell 2 hours sat lobby, wanted try sell time share, got introduction hotel, 6:30 finally got new room luggage, day totally wasted, turned room utility closet did not sleep night heard pipes night, went lobby morning asked room changed, said n't hotel 100 booked no rooms, hotel actually 25-30 booked, finally gave room concierge did time showed room, room 3rd floor night door roof blowing opening closing, went lobby complain gave 100 booked speech, head guest services come not believe bad, called maintaince 15 minutes door closed, end problem, massages spa droped 250.00, massages good, day took massage workshop zen pavillian, told spa use pool steam room sauna, no showed did wrong, fabulous cabanas outside massage single couple, no offered instead massages upstairs listened drilling doing downstairs construction spa, bad did not offer beautiful cabanas, food average- enjoyed japanese asian best, outdoor restaurants did not open rained nanos did not open day- told hotel not 2 outdoor buffets open, hmmmm not change room 100 booked restaurants did not open did not people, not impressed market grill food laid day 11:00 6:00. atmosphere bummer met lobby restaurants pool nothing similar complaints, shame hotel beautiful grounds gardens really nice, service terrible food just fair rooms musty nightly entertainment weak, overall recommend resort return, travelled 30 years great places, real disappointment felt like waste money, way did tip including real nice tip desk arrive did not help, trip bummer,  ",0
"avoid place guest comfort suites december 15 2006 home lost power wind storm seattle, morning december 16 asked reception extension additional night power, request granted asked switch room noon, noon went reception switch keys told room not left hotel temporarily, returned told room no longer available, hotel staff did not offer apology assistance know fault, problems reservation walls property paper blankets tiny holes, not sure just over-used bitten bugs, advertised free wifi did not work hotel reception gave blank stare idea nor intention help look,  ",0
"overpriced stayed dump coming online, look beautiful web excited like inexpensive 129 boutique hotel, sad say turned disappointment, stay n't expect enjoy, reading hotel impression extraordinary, not.the hotel basic run, cleaned bathroom really need renovation, biggest complaint uncomfortable bed worn bedding, carpet old frayed, tv reception limited, did n't want risk using tea facilities, cheap towels provided no soap shampoo not replaced.also n't count breakfast consisted watery coffee dry toast, location good want party far harbour, comparatively overpriced hotel does n't really deserve attention, not sort person write review glad puts going, lovely stay pleasant city nice people marred mediocre hotel,  ",0
"bug bites, stayed resort jan 17 24. room ok clean dated, restaurants food good, ate italian chinese mexican brazilian creperie enjoyed, buffet fine especially breakfast order omelets great.however resort covered bites, landed 9:30 thursday night woke bites friday morning, think bed bugs, stripped bed didnt not sure, saw maintenance people fumigating number rooms caused great conceren.i stayed resorts caribbean, resort told sand fleas mosquitos stated experienced before.has experience carib club princess, result not recommend resort control, member party 40 bites,  ",0
"good bad good points.great hotel friendly staff no problem communication.premium drinks great choice buffet.big pools no problem getting bed.beautiful beach.bad pointsrooms little tired.not exactly 24 hrs sports bar stays open 04.00 snacks.not theme restaurants open evening 2 closed night.food not hot buffet cold food advised chef fresh new dish chips cold helpful took away plate came 5 minutes hot hard burnt chips, pool swim bar closed 2 weeks there.constant drilling theater dug shows lobby bar meaning seats busy bar meant no sit talk.sun bed covers grubby beautiful sand ruined guests lazy use ash tray smoke.food poisoning 2nd day holiday meant miserable days room cramp vomiting diharea not eat food enjoy alcohol rest holiday spending nearly time toilet.despite just drinking fluids 24 hour stay hospital, drips anti biotics etc.great experience, unlucky people suffered bad stomachs experienced traveler ill, hotel lot offer miserable time apart great people meet whilst holiday,  ",0
"rooms bad.beach eating good rooms old lots problems.hotel people not fix problems.the receptionists not helpfull.but beach bars casino good.the restaurants good fresh food good staff.place safe grounds green lovely,  ",0
"hated chose hotel rate, hotels higher college football game town.restaurant closed thanksgiving weekend, no warning website, desk staff able vague information restaurants area.website claims valet parking, parking lot not valet parking just open lot claiming video surveillance, instructions locate lot poorly written, paying parking expensive given reservation confirmation automated n't accept bills slot poorly organized buttons instructions, credit card locked paying no method clearing entries backing, got charged 2 night instead, hotel staff says website incorrect hurricane katrina, katrina explain building degradation repairs not delays updating web information, staff says parking lot not control contracted no satisfaction overcharges available hotel.recommendation come new orleans sites town place stay,  ",0
"five-star prices three-star hotel rincon beach resort charged three-star rates no complaints, beach location great pool nice staff generally helpful, problem resort charging five-star rates simply not delivering, abbreviated list issues card keys repeatedly not working ants room aspects deals took not fulfilled cable tv days loud large wedding parties overtaking beach area overpriced restaurant site underwhelming gym, ritz ai n't, clear resort family-friendly great location generally fun charge five-star rates better deliver five-star experience, clear management does n't clue,  ",0
"poor quality, stay absolutely, terrible sound proofing, located noisy street corner jets block away, no pool no whirlpool no high speed internet no hair dryer no ironing board no free shampoo free breakfast terrible no variety, room stains ceiling, old room carpeting old furniture room feel dirty, poor lighting reading difficult, avoid place stay,  ",0
"okay not fantastic, checking price upscale hotels phoenix scottsdale decided stay biltmore.overall trip pleasant discounted summer rate reasonable, line hotel little inconsistencies want return again.for example check helped warm dwelcoming gentleman, requested late check women desk seemd unhappy did not smile, rooms bit dissapointing, requested room king smoking not available offered double smoking apatio, happy upgrade paid dissapointed, no privacy walk balcony balcony, corner balcony totally covered trees absolutely no view it.the inconsistencies countinued quality property, main pool area clean way crowded, 2nd largest pool area better choice offered child pool adult pool apeaceful setting, ventured smaller pools came slimey pools towels, not worth search.the biggest rip food, ate times did not car not worth price, n't eat unless too.overally fun n't necessarily recoomend hotel unless looking cheapest star hotels booked fantastic deal,  ",0
"ritz-carlton lost place over-crowded pool-side jam packed lawnchairs pool filled floating mats buoys hardly garden, absurd, beach ran umbrellas guy taking drinks orders, place taken major stockbrokers convention fratboys reunion, terrible, left night, hotel feels tired abused, lobby nice impression hallways rooms dank dingy crowded worst ritz-carlton stayed at.to fair left early hurricane dean heading near puerto rico really hotel want dogde,  ",0
"disappointed service there-the restaurant open breakfast sun-when wanted lunch, not quick place grab bite eat sirens galore idea town location in-and staff extremely rude not helpful, advice-pay little stay better town,  ",0
"average best hotel good location not lot took staff goes right room including giving key occupied room keys did not work, allegedly upgraded not imagine room tiny not air conditioned, continental breakfast complete farce stale bread rolls converted bedroom carried bedroom no eat bed, staff apart initial difficulties pleasant helpfull hotel clean,  ",0
"adequate months ago stayed hotel splendid etoile paris based rating reviews trip advisor web site, hotel better reviews.in planning trip paris dec 06 consulted trip advisor better rating royal magda etoile, room clean spacious adequate no more.the elevator barely large adults luggage, room locked going key minor nuicance, no washcloths bathroom none available, closet space minimal no drawers, furnishings decor quite basic, internet connection hit miss miss, ther no length mirror room, windows faced small courtyard.none big deals stay comfortable fine, similar money area splendid etoile far superior hotel,  ",0
"over-rated expensive bland rey juan supposedly 5-star resort 3 days resident conference service amentieis certainly food like 3-star hotel price expensive 5-star hotels, fact in-room service charges outrageous experienced, privilaged stay fairly luxurious places, hotel sits appears industrial area hotel fell imprisioned nothing walking distance, 10-15 min taxi ride underground required walking distance town centre, english fluent desk staff no serving staff, not usually issue did 40 minutes understand wanted hot water tea not cold,  ",0
"tiny moldy spent nights hotel 1929 late february, decor completely entirely hip problem way engineered ventilation, shower/toilet space just space not room wreaked mold, fact ceiling covered, asked housekeeping offered leave bottle air freshner, asked desk staff aware issue offer time reduction mold problem said guest complained, said management holiday not offer reduction, good location steer clear alergies claustrophobic rooms truly tiny,  ",0
"avoid poorly run complex spent week bavaro princess april, let start positive, beach beautiful, drinks readily available day night, grounds kept attractive, rooms good size, unfortunately naturally positive attributes resort enjoys simply location overall experience marred lousy service poor management constant noise service trucks trolleys share path use navigate enormous resort.it not ca n't good time n't mind lots noise larges crowds lining food herding trolleys room beach, sort look just enjoy incredibly beautiful beach regardless crowded enjoy place.the pool disgusting, night water un-skimmed biologicals floating surface not cloud filth, fair did treat pool later week elevated disgusting dirty.the service awful bars, bartenders friendly upbeat, pay platinum room n't actually, consider room near platinum area platinum, rooms no different just closer beach closer platinum lounge.overall places caribbean try harder return mammoth complex,  ",0
"disappointing nice distance, having booked special weekend birthday suprise husband usually does holiday booking really pleased read reviews especially conde nast hip hotel award, sadly glance hotel certainly did look good hip, room damp no room service concierge desk manned really no atmosphere vaguely hip art books lounge, rooms looked good bed really comfortable finally having requested bedding changed nearer bedtime air conditioning created damp bedding course day, plasma screen tv suite nice not tuned correctly fuzzy picture best hope dvd not connected tv strange charge dvd rental, 4 workmen later room 3 separate days did nothing solve problems.the coffee available lounge help basis nice, breakfast help limited bakery cereal room suited conference facility, earplugs room make worry noise levels fine, aveda bathroom goodies nice touch, fact looked good glance guest/user faciities did not live expectations looking worn edges, calling manager says minute takes 40 minutes going good sign customer satisfaction.would, no, did husband enjoy birthday surprise, politely said toronto nice, later admitted hotel left stressed got,  ",0
"not great family riu palace macau april 13-16 2004. ok definitely not special, room n't ready 6:30pm checked, food greasy cover food flies n't sit, better quality food salad bar deli, nothing local tastes originally dominican republic, pool small beach just ok. punta cana way commercialized, looking secluded beach wo n't, specifically asked kids club entertainment children, kid club consists small area expected child, spent vacation babysitting, definately not worth going,  ",0
"location good thing got going hotel great location berlin sure single review rave location, really best aspect staying, planning stay important fact place no lift, heavy luggage going problem not check starting enter door, door quite stairs heavy luggage boxes days bring work materials exhibition, n't expect help luggage usually just staff desk no door, entered door steps check-in, staff not occupied did n't feel urge help eventhough going forth things drag stairs check-in desk, arrived 6am booked rooms night not wait 2pm able room shower long flight, thing check-in staff did seeing names tell not checking day informing, explained meant intentional needed check 6am happy pay night hours, thought ok tell like wrong sell rooms informed not using night landed, mean having problem, paid rooms use not use, n't trying avoid paying night, completely aware trying, trying sell rooms paid double sneaking early leaver pure dodgy, room ok not great, bathroom literally 2 2 metres tight squeeze, bathroom amenity soap/shampoo combo fixed wall, shower cubicle not water n't want flood room n't shower long, tv 12 inches max smaller, pillow weird shaped kinda like donut really uncomfortable, acquainted friendly neighbours heard people door doing night quite loudly clearly just getting ready bed, no internet available hotel way use wi-fi pick t-mobile hotspot signals pay expensive, berlin year not returning hardenberg, year hotel california just road better especially given price,  ",0
"good luck sleeping fri sat nite checked apparently mix-up dates end, woman dealing extremely unhelpful cold co-worker not stepped, cleared minutes, obviously clue good guy just cold unhelpful altogether, did n't apologize mistake.the hotel funky vibe room extremely comfortable, elevators dark literally thought lights broken, not comfortable friend standing there.our room balcony overlooked courtyard area restaurant dragonfly thought great surprise later apparently friday saturday nite area turns little nightclub type scene complete dj booming pa tent, plan staying nights week aware whereabouts room overlooks courtyard not, unless no problem annoying throbbing oonst oonst pulsing blaring walls windows 1am just trying good ol shut-eye, balcony door double shut slider addition door curtains closed maddening, consider forewarned,  ",0
"under-side hong kong certain experience somewhat unique situation foreign excuse pun n't fully understand unspoken complexities hong kong society, background purposes chinese american frequently travels hong kong business, firstly n't know generally understood chinese people hong kong chinese people employ discriminatory practices chinese people, sounds strange agree not sure believed experienced first-hand intercontinental, morning sitting lobby waiting driver starbucks coffee hand scone told hotel security not allowed eat drink lobby waiting area, ridiculous does n't, told sit lobby lounge, strange n't person eating/drinking waiting area did notice non-white person, did n't think situation driver arrived.the morning attempting follow rules apply sat drank coffee lobby lounge colleague happens white sat table, strangely hotel staff specifically approached told not allowed drink coffee lobby lounge hotel staff completely ignored colleague__Ç_é_ violation, irate, lucky colleague stepped behalf berated hotel staff, evening spoke manager hotel acknowledged discriminatory treatment dealing apologized staff.they sent apology letter feel offended compelled express disappointment expose under-side hong kong society, sure not care not affect feeling discrimination discrimination no matter spin, stay wish know not experience shangri-la hotels kowloon.oh problems hotel water shutting middle shower, prices n't complaint,  ",0
"bali garden o.k, family stayed bali garden hotel 7 days sure cremation site pool construction fine cheap holiday want pay right ahead, bali garden convenient staff friendly sure not standard oz not fussy just want great time,  ",0
"beware, chic born interesting hotel property, great location touring poorly managed, locks hotel room doors did not function lighting rooms did not function staff young inexperienced, cleanliness desired, dusty, hotel great flawed, things no safes rooms security lax, visit robbed day physically attacked car, hotel, bruises sustained 450 euros stolen purse business information contents stolen, hotel staff slightly concerned gave overall impression knew thieves/attackers, way 43 year old woman based michigan travel agent, traveled world times felt falsely safe did, recommend clients hotel location,  ",0
"let year trip punta cana husband planning trip peoples reviews quite helpful, october went grand flamenco honeymoon, dissapointed general service terrible mean terrible, breakfast did n't server approach offer tea/coffee week, dinner slight improvement server come maybe twice meal, past worked food/drink industry appreciate good service really ca n't stand bad service, food average overall buffet lot things, highlight breakfast omelet area pick ingredients cooked right spot, nice, went mexican la carte.. big mistake n't, sat seriously 45 minutes approached server.. 15-20 minutes drinks came table, main course came maybe 45 minutes later time husband hungry feeling sick food presentation poor totally unappetizing, took bite entrees got left, terrible.in general service worst men women resort reps waiting outside buffet breakfast everyday attack try sell times shares resort.. day, annoying uncomfortable.on bavaro beach beautiful, absolutely breath taking, spent lot time beach n't problem finding lounger, beach volleyball fun food beach restaurant pretty good, rained times clear 30 minutes later, went snorkelling day amazing, time snorkelling loved, snorkel guide great really friendly helpful.our room nice right near beach, complaint room bathroom, dirty looking paint chipping, bathtub ran completely shallow cover half body, not mention water pressure terrible took 30-40 minutes run bath.i definitely return punta cana not grand flamenco, not impressed,  ",0
"not stay, not repeat not stay hotel, far worst hotel seen life not consider picky, hallways smelled like urine, room musty smell carpet dirty bedspread bleach stains, taps bathroom caked dirt, not stay night moved hotel, trust worth spending money staying expensive hotel peace mind,  ",0
"great staff quirky hotel choosing hotel new orleans easy prices fluctuate wildly depending events going, settled le cirque large convention bcs championships hotel rooms premium city, ca n't say nice staff hotel, extremely pleasant help, said book knowing room going, room size walk-in closet, offered tiny window covered locked pull steel shutter, feel like making parole application, finally staff came nice room entire process took hours, hotel not best repair internet access balky room safe broken, sum say okay stay aware problems make sure feel compensated moderately priced room,  ",0
"not forget check credit card statement stay colleague stayed 2 seperate rooms marcopolo hong kong hotel night 25 july 2008. hotel reserved supplier early meeting morning company compund walking distance hotel, stay fine, room clean breakfast great, did pay 2 rooms credit card total charge hkd 3,025. not problem statement transaction hkd 35 charged credit card day paid direct debit, hotel charged got authorization having signature sales slip, emailed hotel 2 times receive no response, know hkd 35 not problem, hotel nice just wan na shop ocean terminal considerbly far mrt malls, experiences great better things money hotel,  ",0
"ugh, avoid place costs awful place turned, overbooked accomodated building 800 yds away kind bedsit, hard place especially night hidden away stairs door hotel kind office block, blessing located seperate building inconvenient hotel rooms looked tiny, avoid florence mid-summer lovely towns tuscany florence fly-blown tourist trap,  ",0
"bad attitude booked room barcelona based raves webpage, figured sacrifice prime location luxury stay, did not room booked, booked double room instead got twin, fixed pushing beds, ok staff rude leave attitude.second so-called attractions hotel closed early maybe open, twice went 23rd floor bar drink enjoy view open hours scheduled open 10.30 20.00.but frustrating staff rude possibly deliberately, twice asked simple directions best way downtown told incomplete wrong information, told tram opposite direction transfer train lines, completely unnecessary metro just corner just n't, note staying unlikely need tram, later asked different person bus direct route going given curt yes giving bus line ended going city, saw staff members giving condescending looks group tourists just having fun.in short location ended ok proximity metro staff unfriendly unaccomodating not recommend staying,  ",0
"dreadful choice unfortutely really screwed year outr holiday choice, bavaro truly awfull holiday experince.stong impression left staff group ould not care guests especially not speak spanish, really no effort all.we worried successive evenings main restauarant saw people sick right worried day 4 day son.the grounds beach beautiful careful finding towels challenge staff just love tell come hour course no towelds promise change manahgement staff training nice cleaning ladies good.one good seeing punta cana way especially- truly charmng picturesque building,  ",0
"sad smelly great location rooftop terrace nice view, bar piano no live piano music advertised booked particular hotel, breakfast buffet big disappointment 19 euros, lobby funky garbage smell, room just ok. towels good quality, overall disappointing experience,  ",0
